Base Cake,Truffle Type,Primary Flavor,Secondary Flavor,Color Group,Customer,Date,KG,EBITDA/KG
Cheese,Chocolate Outer,Butter Toffee,Egg Nog,White,Perk-a-Cola,4/2020,1702.1929824561405,0.7053065654749042
Cheese,Chocolate Outer,Lemon,Egg Nog,Rose,Slugworth,4/2020,663176.1973875181,0.28512714566092534
Cheese,Chocolate Outer,Lemon,Egg Nog,Teal,Dandy's Candies,4/2020,678.7183544303797,0.5873644480418494
Chiffon,Chocolate Outer,Acai Berry,Egg Nog,Teal,Zebrabar,4/2020,1868.867924528302,0.07940965682792989
Chiffon,Chocolate Outer,Acai Berry,Egg Nog,White,Slugworth,4/2020,1347.0,-0.11655523840717218
Chiffon,Chocolate Outer,Apricot,Egg Nog,White,Dandy's Candies,4/2020,86.24595469255665,0.1199693171703749
Chiffon,Chocolate Outer,Birch Beer,Egg Nog,White,Slugworth,4/2020,343.1394601542417,0.0719759214608053
Chiffon,Chocolate Outer,Cherry Cream Spice,Egg Nog,White,Perk-a-Cola,4/2020,10245.87593728698,0.1756124385346962
Chiffon,Chocolate Outer,Creme de Menthe,Egg Nog,White,Zebrabar,4/2020,31412.04644412192,0.3418575706199981
Chiffon,Chocolate Outer,Fruit Punch,Egg Nog,White,Perk-a-Cola,4/2020,3071.4691011235955,0.09177041620228904
Chiffon,Chocolate Outer,Ginger Ale,Egg Nog,Black,Zebrabar,4/2020,85.32258064516128,0.26557488268872553
Chiffon,Chocolate Outer,Ginger Ale,Egg Nog,White,Fickelgruber,4/2020,14626.074074074077,0.10873940138660453
Chiffon,Chocolate Outer,Grand Mariner,Egg Nog,Black,Slugworth,4/2020,11791.8,0.12453426077584076
Chiffon,Chocolate Outer,Grand Mariner,Egg Nog,Opal,Fickelgruber,4/2020,13504.20634920635,0.18097441352821814
Chiffon,Chocolate Outer,Grand Mariner,Egg Nog,White,Perk-a-Cola,4/2020,63142.241379310355,0.11084202514201882
Chiffon,Chocolate Outer,Grand Mariner,Pear,White,Slugworth,4/2020,1158.125,0.24925178084226207
Chiffon,Chocolate Outer,Grand Mariner,Rock and Rye,Opal,Slugworth,4/2020,8173.714285714284,0.6138717617422084
Chiffon,Chocolate Outer,Grand Mariner,Rock and Rye,White,Dandy's Candies,4/2020,736.1797752808989,0.08229067452263494
Chiffon,Chocolate Outer,Orange Brandy,Egg Nog,Teal,Dandy's Candies,4/2020,2543.106741573034,0.10862361225227087
Chiffon,Chocolate Outer,Pecan,Egg Nog,White,Perk-a-Cola,4/2020,5872.384615384615,0.04948950829745466
Chiffon,Chocolate Outer,Plum,Egg Nog,Black,Fickelgruber,4/2020,2854.854368932039,-0.03369863595673892
Chiffon,Chocolate Outer,Plum,Egg Nog,Opal,Perk-a-Cola,4/2020,1180.5379746835442,0.17612434162287588
Chiffon,Chocolate Outer,Toasted Coconut,Egg Nog,Black,Perk-a-Cola,4/2020,157.46855345911948,0.10578739727408477
Chiffon,Chocolate Outer,Toasted Coconut,Egg Nog,White,Fickelgruber,4/2020,30698.857142857138,-0.0646956841572668
Chiffon,Chocolate Outer,Watermelon,Egg Nog,Opal,Perk-a-Cola,4/2020,2355.267295597484,-0.13121634558611747
Chiffon,Chocolate Outer,Watermelon,Egg Nog,White,Slugworth,4/2020,114208.8534107402,-0.12304397090071459
Chiffon,Chocolate Outer,Wintergreen,Egg Nog,White,Zebrabar,4/2020,16569.26100628931,0.05949116210312473
Pound,Candy Outer,Vanilla,Tangerine,Black,Zebrabar,4/2020,712.4603174603176,0.46657460824368113
Pound,Candy Outer,Vanilla,Tangerine,Opal,Fickelgruber,4/2020,2499.2017416545723,0.589844421312347
Pound,Candy Outer,Vanilla,Tangerine,White,Fickelgruber,4/2020,5712.3367198838905,0.34826856780497273
Pound,Chocolate Outer,Bavarian Cream,Apple,Tiffany,Dandy's Candies,4/2020,5892.189759036144,0.23292435707296863
Pound,Chocolate Outer,Bavarian Cream,Black Currant,Tiffany,Dandy's Candies,4/2020,16.423076923076927,0.33127620533657753
Pound,Chocolate Outer,Bavarian Cream,Kiwi,Tiffany,Perk-a-Cola,4/2020,2540.0,0.12314481895838789
Pound,Chocolate Outer,Bavarian Cream,Lemon,Tiffany,Zebrabar,4/2020,4528.380503144654,0.1274382886093378
Pound,Chocolate Outer,Bavarian Cream,Tangerine,Tiffany,Fickelgruber,4/2020,220.55016181229772,0.36100748043736114
Pound,Chocolate Outer,Black Licorice,Egg Nog,Opal,Perk-a-Cola,4/2020,3786.966463414634,0.08223741349443348
Pound,Chocolate Outer,Black Licorice,Egg Nog,White,Slugworth,4/2020,2386.449438202247,0.07593321138303977
Pound,Chocolate Outer,Caramel Cream,Apple,Opal,Fickelgruber,4/2020,773.5849056603773,0.28849013946812496
Pound,Chocolate Outer,Caramel Cream,Apple,White,Slugworth,4/2020,289.8888888888889,0.29266131088789094
Pound,Chocolate Outer,Caramel Cream,Black Currant,Opal,Perk-a-Cola,4/2020,11715.487421383648,0.5769358898435167
Pound,Chocolate Outer,Caramel Cream,Black Currant,White,Dandy's Candies,4/2020,188.7692307692308,0.3596385396349241
Pound,Chocolate Outer,Caramel Cream,Kiwi,Black,Zebrabar,4/2020,102.64285714285714,0.25674004656012755
Pound,Chocolate Outer,Caramel Cream,Kiwi,Opal,Perk-a-Cola,4/2020,627.2222222222222,0.42419875929579953
Pound,Chocolate Outer,Caramel Cream,Kiwi,White,Fickelgruber,4/2020,2647.5,0.1742600894062287
Pound,Chocolate Outer,Caramel Cream,Lemon,Black,Dandy's Candies,4/2020,529.03125,0.2494785298255629
Pound,Chocolate Outer,Caramel Cream,Lemon,Opal,Dandy's Candies,4/2020,2002.1844660194174,0.41144646006418306
Pound,Chocolate Outer,Caramel Cream,Lemon,White,Dandy's Candies,4/2020,12691.209677419352,0.35054169963087534
Pound,Chocolate Outer,Cheesecake,Egg Nog,Black,Fickelgruber,4/2020,2566.693548387097,0.1453594996080263
Pound,Chocolate Outer,Cheesecake,Egg Nog,Opal,Fickelgruber,4/2020,211540.75757575763,0.2544405767192189
Pound,Chocolate Outer,Cheesecake,Egg Nog,Tiffany,Zebrabar,4/2020,19286.94968553459,0.24083198004978182
Pound,Chocolate Outer,Cheesecake,Egg Nog,White,Zebrabar,4/2020,124348.89322916669,0.2802687967184315
Pound,Chocolate Outer,Cheesecake,Hazelnut,Tiffany,Perk-a-Cola,4/2020,1483.5,0.3343051686966435
Pound,Chocolate Outer,Cherry Cola,Egg Nog,Opal,Zebrabar,4/2020,1075.3255208333335,0.5717515768551196
Pound,Chocolate Outer,Cherry Cola,Egg Nog,White,Dandy's Candies,4/2020,4793.829296424452,0.1769949643033968
Pound,Chocolate Outer,Coffee,Egg Nog,Opal,Zebrabar,4/2020,3403.3448673587077,0.24857315406439623
Pound,Chocolate Outer,Coffee,Egg Nog,White,Dandy's Candies,4/2020,101149.25,0.1280656905417814
Pound,Chocolate Outer,Irish Cream,Egg Nog,Opal,Fickelgruber,4/2020,3695.444059976932,0.4672630396635949
Pound,Chocolate Outer,Irish Cream,Egg Nog,White,Fickelgruber,4/2020,9194.277108433736,0.02195756431054624
Pound,Chocolate Outer,Lemon Custard,Egg Nog,Opal,Zebrabar,4/2020,5222.5,-0.03315827706594146
Pound,Chocolate Outer,Lemon Custard,Egg Nog,White,Dandy's Candies,4/2020,1992.4528301886792,-0.10698310889515128
Pound,Chocolate Outer,Mango,Butter Rum,Tiffany,Slugworth,4/2020,12282.16265060241,0.40384354372332437
Pound,Chocolate Outer,Mango,Egg Nog,Black,Slugworth,4/2020,314.32038834951464,0.3208567628353105
Pound,Chocolate Outer,Mango,Egg Nog,Opal,Dandy's Candies,4/2020,2054.328561690525,0.13137145680147502
Pound,Chocolate Outer,Mango,Egg Nog,White,Zebrabar,4/2020,9306.611111111111,0.12127028280728588
Pound,Chocolate Outer,Mango,Fuzzy Navel,Black,Slugworth,4/2020,248.6394601542416,0.22501458342335223
Pound,Chocolate Outer,Mango,Fuzzy Navel,Opal,Dandy's Candies,4/2020,837.8787878787879,0.23994971032596457
Pound,Chocolate Outer,Mango,Fuzzy Navel,White,Dandy's Candies,4/2020,608.4770114942529,0.1616493343819038
Pound,Chocolate Outer,Mango,Mojito,Black,Zebrabar,4/2020,36.37096774193548,0.2872391824648632
Pound,Chocolate Outer,Mango,Mojito,Olive,Dandy's Candies,4/2020,115.76923076923076,0.19613472296878728
Pound,Chocolate Outer,Mango,Mojito,Opal,Zebrabar,4/2020,518.4642857142858,0.2542467140297642
Pound,Chocolate Outer,Mango,Mojito,White,Perk-a-Cola,4/2020,191.11111111111111,0.5335298492480536
Pound,Chocolate Outer,Sour,Butter Rum,Tiffany,Zebrabar,4/2020,62.168396770472896,0.15617013191344986
Pound,Chocolate Outer,Sour,Egg Nog,Black,Slugworth,4/2020,411.1303344867358,0.13363199424151326
Pound,Chocolate Outer,Sour,Egg Nog,Opal,Slugworth,4/2020,5038.387096774193,0.17379802438496603
Pound,Chocolate Outer,Sour,Egg Nog,White,Zebrabar,4/2020,10736.622807017544,0.23837871112713577
Sponge,Chocolate Outer,Amaretto,Egg Nog,Olive,Perk-a-Cola,4/2020,19129.33333333333,0.6696056153886177
Sponge,Chocolate Outer,Blueberry,Egg Nog,Olive,Perk-a-Cola,4/2020,19569.69230769231,0.7885091264979895
Sponge,Chocolate Outer,Blueberry,Egg Nog,Opal,Slugworth,4/2020,11.175616835994196,0.7146505423284638
Sponge,Chocolate Outer,Butter Milk,Egg Nog,Opal,Perk-a-Cola,4/2020,41871.69230769231,0.6690953966793854
Sponge,Chocolate Outer,Chocolate Mint,Egg Nog,Opal,Dandy's Candies,4/2020,1901.1290322580646,0.5180520733898444
Sponge,Chocolate Outer,Coconut,Egg Nog,Opal,Fickelgruber,4/2020,12870.766853932582,0.7200578751314312
Sponge,Chocolate Outer,Dill Pickle,Egg Nog,Olive,Dandy's Candies,4/2020,45481.423076923085,0.7041423577256096
Sponge,Chocolate Outer,Dill Pickle,Egg Nog,Opal,Slugworth,4/2020,150.36549707602342,0.6700257984699853
Sponge,Chocolate Outer,Gingersnap,Egg Nog,Olive,Perk-a-Cola,4/2020,39307.041139240515,0.6420781515370638
Sponge,Chocolate Outer,Gingersnap,Egg Nog,Opal,Zebrabar,4/2020,20.098039215686274,0.8725881030546487
Tiramisu,Chocolate Outer,Chocolate,Egg Nog,Amethyst,Fickelgruber,4/2020,3272.80163599182,0.016295859332910362
Tiramisu,Chocolate Outer,Chocolate,Pear,Amethyst,Zebrabar,4/2020,13867.125,0.15881475377264434
Tiramisu,Chocolate Outer,Chocolate,Rock and Rye,Teal,Slugworth,4/2020,64.01384083044982,0.06454623034997341
Tiramisu,Chocolate Outer,Doughnut,Egg Nog,Amethyst,Perk-a-Cola,4/2020,8608.709677419354,0.3460075188658838
Tiramisu,Chocolate Outer,Doughnut,Egg Nog,Teal,Zebrabar,4/2020,7892.142857142857,0.47649894310483243
Tiramisu,Chocolate Outer,Doughnut,Ginger Beer,Amethyst,Fickelgruber,4/2020,4057.832278481013,0.3191781251729808
Tiramisu,Chocolate Outer,Doughnut,Ginger Beer,Teal,Fickelgruber,4/2020,356.66666666666674,0.29944674238707175
Tiramisu,Chocolate Outer,Doughnut,Pear,Amethyst,Fickelgruber,4/2020,38128.80258899677,1.116863993247693
Tiramisu,Chocolate Outer,Doughnut,Pear,Burgundy,Zebrabar,4/2020,108.64285714285714,0.7806280351917022
Tiramisu,Chocolate Outer,Doughnut,Pear,Teal,Zebrabar,4/2020,3517.933333333333,0.38007041077215686
Tiramisu,Chocolate Outer,Doughnut,Rock and Rye,Amethyst,Slugworth,4/2020,10146.898432174508,0.3888591801746407
Tiramisu,Chocolate Outer,Doughnut,Rock and Rye,Burgundy,Zebrabar,4/2020,1271.904761904762,0.36919903322308534
Butter,Candy Outer,Butter Pecan,Toffee,Taupe,Slugworth,5/2020,53770.34259259259,0.7711942805579789
Butter,Candy Outer,Ginger Lime,Banana,Amethyst,Slugworth,5/2020,466477.57812500006,0.17373879834427267
Butter,Candy Outer,Ginger Lime,Banana,Burgundy,Perk-a-Cola,5/2020,80801.72807017544,0.3054069087405312
Butter,Candy Outer,Ginger Lime,Banana,White,Fickelgruber,5/2020,18046.11111111111,0.15383106390594953
Butter,Candy Outer,Ginger Lime,Rum,Amethyst,Fickelgruber,5/2020,12274.009146341465,0.20691140752374707
Butter,Candy Outer,Ginger Lime,Rum,Burgundy,Fickelgruber,5/2020,371.2903225806451,0.1130755121870382
Butter,Candy Outer,Ginger Lime,Tutti Frutti,Amethyst,Slugworth,5/2020,19215.140350877195,0.1294167339409555
Butter,Candy Outer,Ginger Lime,Vanilla,Amethyst,Zebrabar,5/2020,119015.43674698795,0.1602755333860576
Butter,Candy Outer,Margarita,Mixed Berry,Amethyst,Slugworth,5/2020,47142.928571428565,0.2299626275479946
Butter,Candy Outer,Pear,Whipped Cream,White,Zebrabar,5/2020,936.2804878048779,0.25089564628179656
Butter,Candy Outer,Pink Lemonade,Banana,Amethyst,Dandy's Candies,5/2020,2729.705056179775,0.17306065833002093
Butter,Candy Outer,Raspberry Ginger Ale,Banana,Amethyst,Slugworth,5/2020,22331.935185185186,0.2010206699237145
Butter,Candy Outer,Raspberry Ginger Ale,Vanilla,Amethyst,Slugworth,5/2020,64983.421383647816,0.31622745693098275
Butter,Candy Outer,Raspberry Ginger Ale,Vanilla,Burgundy,Slugworth,5/2020,140.66666666666666,0.157652646511248
Butter,Candy Outer,Sassafras,Apricot,Amethyst,Fickelgruber,5/2020,74.78571428571429,0.05471883835622017
Butter,Candy Outer,Spice,Passion Fruit,Amethyst,Fickelgruber,5/2020,10312.932515337425,0.26143680756418775
Butter,Candy Outer,Spice,Passion Fruit,White,Zebrabar,5/2020,2010.9477124183009,0.14657052260129588
Butter,Candy Outer,Spice,Whipped Cream,Amethyst,Zebrabar,5/2020,93302.72435897436,0.1589775687510413
Butter,Candy Outer,Spice,Whipped Cream,Burgundy,Slugworth,5/2020,42.48417721518987,0.2112151185455222
Butter,Candy Outer,Spice,Whipped Cream,White,Zebrabar,5/2020,3665.8097686375318,0.14067985519853674
Butter,Candy Outer,Wild Cherry Cream,Apricot,Amethyst,Fickelgruber,5/2020,207.39062500000003,-0.0800696325943111
Butter,Chocolate Outer,Cream Soda,Peppermint,Amethyst,Zebrabar,5/2020,168764.57142857145,0.1598421031264483
Butter,Chocolate Outer,Cream Soda,Peppermint,Burgundy,Dandy's Candies,5/2020,3798.9285714285716,0.20021182013596434
Butter,Chocolate Outer,Horchata,Dill Pickle,Amethyst,Fickelgruber,5/2020,141456.76315789475,0.09922219209349789
Butter,Chocolate Outer,Kettle Corn,Black Cherry,Amethyst,Dandy's Candies,5/2020,23123.5,-0.01915161757038547
Butter,Chocolate Outer,Kettle Corn,Black Cherry,Black,Zebrabar,5/2020,109.66666666666669,-0.050251016200349344
Butter,Chocolate Outer,Kettle Corn,Black Cherry,Burgundy,Perk-a-Cola,5/2020,538.8571428571429,-0.09154024271337015
Butter,Chocolate Outer,Kettle Corn,Black Cherry,Opal,Slugworth,5/2020,9076.930817610064,0.0428019215359569
Butter,Chocolate Outer,Kettle Corn,Black Cherry,White,Fickelgruber,5/2020,3569.0359477124184,0.10653707752404656
Butter,Chocolate Outer,Lemon Bar,Wild Cherry Cream,Amethyst,Dandy's Candies,5/2020,45601.615168539334,-0.3241954861662907
Butter,Chocolate Outer,Orange Pineapple	P,Papaya,Amethyst,Perk-a-Cola,5/2020,79091.23475609756,0.017986162682262653
Butter,Chocolate Outer,Orange Pineapple	P,Papaya,Burgundy,Perk-a-Cola,5/2020,1432.2712418300653,-0.1299007110351837
Butter,Chocolate Outer,Plum,Black Cherry,Amethyst,Fickelgruber,5/2020,15110.75,-0.11862767872194244
Butter,Chocolate Outer,Plum,Black Cherry,Opal,Fickelgruber,5/2020,15244.632812500002,-0.12690330704519148
Butter,Chocolate Outer,Plum,Black Cherry,White,Perk-a-Cola,5/2020,20527.75432525952,-0.11294125132629977
Butter,Chocolate Outer,Plum,Mango,Black,Slugworth,5/2020,3578.592162554427,0.2813444854661901
Butter,Jelly Filled,Orange,Cucumber,Amethyst,Slugworth,5/2020,21438.1875,-0.05755191674959788
Butter,Jelly Filled,Orange,Cucumber,Burgundy,Dandy's Candies,5/2020,15617.489114658929,0.016215572702497044
Cheese,Chocolate Outer,Butter Toffee,Egg Nog,Citrine,Slugworth,5/2020,329.7142857142857,0.3648805669574392
Cheese,Chocolate Outer,Butter Toffee,Egg Nog,Rose,Perk-a-Cola,5/2020,26081.56401384083,0.8210623887311248
Cheese,Chocolate Outer,Butter Toffee,Egg Nog,Slate,Perk-a-Cola,5/2020,818.1891025641024,0.5097024580739974
Cheese,Chocolate Outer,Butter Toffee,Egg Nog,Teal,Zebrabar,5/2020,2185.3410740203194,0.903765943039772
Cheese,Chocolate Outer,Butter Toffee,Egg Nog,White,Perk-a-Cola,5/2020,2655.421052631579,0.3821704625318832
Cheese,Chocolate Outer,Lemon,Egg Nog,Rose,Slugworth,5/2020,663176.1973875181,0.4533336662401622
Cheese,Chocolate Outer,Lemon,Egg Nog,Teal,Dandy's Candies,5/2020,678.7183544303797,0.451676568223763
Chiffon,Chocolate Outer,Acai Berry,Egg Nog,Teal,Zebrabar,5/2020,1868.867924528302,0.030484420096668546
Chiffon,Chocolate Outer,Acai Berry,Egg Nog,White,Slugworth,5/2020,1347.0,0.04043449880585727
Chiffon,Chocolate Outer,Apricot,Egg Nog,White,Dandy's Candies,5/2020,96.59546925566343,0.23907337243541965
Chiffon,Chocolate Outer,Birch Beer,Egg Nog,White,Slugworth,5/2020,181.55526992287918,0.1064990441530981
Chiffon,Chocolate Outer,Cherry Cream Spice,Egg Nog,White,Perk-a-Cola,5/2020,19364.70552147239,-0.08232069895119531
Chiffon,Chocolate Outer,Creme de Menthe,Egg Nog,White,Zebrabar,5/2020,31412.04644412192,0.13053459103274673
Chiffon,Chocolate Outer,Fruit Punch,Egg Nog,White,Perk-a-Cola,5/2020,1968.8904494382025,0.2149431828804046
Chiffon,Chocolate Outer,Ginger Ale,Egg Nog,Black,Zebrabar,5/2020,85.32258064516128,0.39061123810792137
Chiffon,Chocolate Outer,Ginger Ale,Egg Nog,White,Fickelgruber,5/2020,21939.111111111117,0.30483420879217626
Chiffon,Chocolate Outer,Grand Mariner,Egg Nog,Black,Slugworth,5/2020,23583.6,0.21956170222125587
Chiffon,Chocolate Outer,Grand Mariner,Egg Nog,Opal,Fickelgruber,5/2020,16205.047619047617,0.2749788880434788
Chiffon,Chocolate Outer,Grand Mariner,Egg Nog,White,Perk-a-Cola,5/2020,83347.75862068968,0.29616557572651814
Chiffon,Chocolate Outer,Grand Mariner,Pear,White,Slugworth,5/2020,579.0625,0.26820739157556234
Chiffon,Chocolate Outer,Grand Mariner,Rock and Rye,Opal,Slugworth,5/2020,8173.714285714284,0.04298325123610032
Chiffon,Chocolate Outer,Grand Mariner,Rock and Rye,White,Dandy's Candies,5/2020,471.91011235955057,0.0638934895536447
Chiffon,Chocolate Outer,Orange Brandy,Egg Nog,Teal,Dandy's Candies,5/2020,1630.1966292134832,0.3522787214683702
Chiffon,Chocolate Outer,Pecan,Egg Nog,White,Perk-a-Cola,5/2020,5872.384615384615,0.26817920562042447
Chiffon,Chocolate Outer,Plum,Egg Nog,Black,Fickelgruber,5/2020,3197.436893203884,0.23245096799373444
Chiffon,Chocolate Outer,Plum,Egg Nog,Opal,Perk-a-Cola,5/2020,1180.5379746835442,0.21027075896213065
Chiffon,Chocolate Outer,Toasted Coconut,Egg Nog,Black,Perk-a-Cola,5/2020,176.36477987421384,0.05320720238485299
Chiffon,Chocolate Outer,Toasted Coconut,Egg Nog,White,Fickelgruber,5/2020,30698.857142857138,0.04223606093041213
Chiffon,Chocolate Outer,Watermelon,Egg Nog,Opal,Perk-a-Cola,5/2020,2637.8993710691825,0.14336487244636276
Chiffon,Chocolate Outer,Watermelon,Egg Nog,White,Slugworth,5/2020,114208.8534107402,-0.060383898226136296
Chiffon,Chocolate Outer,Wintergreen,Egg Nog,White,Zebrabar,5/2020,18557.572327044025,0.2632358506798244
Pound,Candy Outer,Vanilla,Tangerine,Black,Zebrabar,5/2020,854.952380952381,0.3250489427898464
Pound,Candy Outer,Vanilla,Tangerine,Opal,Fickelgruber,5/2020,2499.2017416545723,0.7574251321854815
Pound,Candy Outer,Vanilla,Tangerine,White,Fickelgruber,5/2020,5712.3367198838905,0.3767457269911454
Pound,Chocolate Outer,Bavarian Cream,Apple,Tiffany,Dandy's Candies,5/2020,4463.780120481927,0.36790457339289345
Pound,Chocolate Outer,Bavarian Cream,Black Currant,Tiffany,Dandy's Candies,5/2020,14.663461538461537,0.30206674458439065
Pound,Chocolate Outer,Bavarian Cream,Kiwi,Tiffany,Perk-a-Cola,5/2020,2540.0,0.22176289151807843
Pound,Chocolate Outer,Bavarian Cream,Lemon,Tiffany,Zebrabar,5/2020,5071.7861635220115,0.15113828409089136
Pound,Chocolate Outer,Bavarian Cream,Tangerine,Tiffany,Fickelgruber,5/2020,247.01618122977348,0.44639703308651
Pound,Chocolate Outer,Black Licorice,Egg Nog,Opal,Perk-a-Cola,5/2020,3786.966463414634,0.22463560496520402
Pound,Chocolate Outer,Black Licorice,Egg Nog,White,Slugworth,5/2020,1529.7752808988766,0.2492544759374664
Pound,Chocolate Outer,Caramel Cream,Apple,Opal,Fickelgruber,5/2020,773.5849056603773,0.2535029147883955
Pound,Chocolate Outer,Caramel Cream,Apple,White,Slugworth,5/2020,579.7777777777778,0.3117568604248121
Pound,Chocolate Outer,Caramel Cream,Black Currant,Opal,Perk-a-Cola,5/2020,13121.345911949686,0.33724910750985365
Pound,Chocolate Outer,Caramel Cream,Black Currant,White,Dandy's Candies,5/2020,188.7692307692308,0.3564359604872695
Pound,Chocolate Outer,Caramel Cream,Kiwi,Black,Zebrabar,5/2020,102.64285714285714,0.12550246001043375
Pound,Chocolate Outer,Caramel Cream,Kiwi,Opal,Perk-a-Cola,5/2020,1254.4444444444443,-0.18240311740542203
Pound,Chocolate Outer,Caramel Cream,Kiwi,White,Fickelgruber,5/2020,2647.5,0.35181627452900555
Pound,Chocolate Outer,Caramel Cream,Lemon,Black,Dandy's Candies,5/2020,440.859375,0.41884665137434357
Pound,Chocolate Outer,Caramel Cream,Lemon,Opal,Dandy's Candies,5/2020,2242.446601941748,-0.017103040086756255
Pound,Chocolate Outer,Caramel Cream,Lemon,White,Dandy's Candies,5/2020,12691.209677419352,0.22532557667480052
Pound,Chocolate Outer,Cheesecake,Egg Nog,Black,Fickelgruber,5/2020,2566.693548387097,0.17841253706773466
Pound,Chocolate Outer,Cheesecake,Egg Nog,Opal,Fickelgruber,5/2020,253848.9090909091,0.49844941433877266
Pound,Chocolate Outer,Cheesecake,Egg Nog,Tiffany,Zebrabar,5/2020,21601.383647798746,0.2722718529125019
Pound,Chocolate Outer,Cheesecake,Egg Nog,White,Zebrabar,5/2020,193984.2734375,0.2998040391690021
Pound,Chocolate Outer,Cheesecake,Hazelnut,Tiffany,Perk-a-Cola,5/2020,1236.25,0.15476942394351545
Pound,Chocolate Outer,Cherry Cola,Egg Nog,Opal,Zebrabar,5/2020,1677.5078125000002,0.22406936645521097
Pound,Chocolate Outer,Cherry Cola,Egg Nog,White,Dandy's Candies,5/2020,9060.337370242214,0.2904997354127601
Pound,Chocolate Outer,Coffee,Egg Nog,Opal,Zebrabar,5/2020,6432.321799307958,0.10426626067271802
Pound,Chocolate Outer,Coffee,Egg Nog,White,Dandy's Candies,5/2020,50574.625,0.16885103993149914
Pound,Chocolate Outer,Irish Cream,Egg Nog,Opal,Fickelgruber,5/2020,6984.389273356402,0.002737746673229069
Pound,Chocolate Outer,Irish Cream,Egg Nog,White,Fickelgruber,5/2020,6965.361445783133,0.387206817375936
Pound,Chocolate Outer,Lemon Custard,Egg Nog,Opal,Zebrabar,5/2020,2611.25,0.2916784671156392
Pound,Chocolate Outer,Lemon Custard,Egg Nog,White,Dandy's Candies,5/2020,2231.547169811321,-0.11466641045102183
Pound,Chocolate Outer,Mango,Butter Rum,Tiffany,Slugworth,5/2020,9304.668674698794,0.1671022102325321
Pound,Chocolate Outer,Mango,Egg Nog,Black,Slugworth,5/2020,352.03883495145635,0.1323937762145656
Pound,Chocolate Outer,Mango,Egg Nog,Opal,Dandy's Candies,5/2020,3882.6809815950924,0.18218465017795765
Pound,Chocolate Outer,Mango,Egg Nog,White,Zebrabar,5/2020,18613.222222222223,0.16192809878812994
Pound,Chocolate Outer,Mango,Fuzzy Navel,Black,Slugworth,5/2020,131.55526992287918,0.3689634874743233
Pound,Chocolate Outer,Mango,Fuzzy Navel,Opal,Dandy's Candies,5/2020,1005.4545454545455,0.2241616670565896
Pound,Chocolate Outer,Mango,Fuzzy Navel,White,Dandy's Candies,5/2020,803.1896551724138,0.14321534722664808
Pound,Chocolate Outer,Mango,Mojito,Black,Zebrabar,5/2020,36.37096774193548,0.20342943659288623
Pound,Chocolate Outer,Mango,Mojito,Olive,Dandy's Candies,5/2020,103.3653846153846,0.1981610178327214
Pound,Chocolate Outer,Mango,Mojito,Opal,Zebrabar,5/2020,345.6428571428572,0.1692303859173469
Pound,Chocolate Outer,Mango,Mojito,White,Perk-a-Cola,5/2020,286.6666666666667,0.23980650931917458
Pound,Chocolate Outer,Sour,Butter Rum,Tiffany,Zebrabar,5/2020,117.49826989619378,0.14950694894698213
Pound,Chocolate Outer,Sour,Egg Nog,Black,Slugworth,5/2020,777.0363321799307,0.18763079078777148
Pound,Chocolate Outer,Sour,Egg Nog,Opal,Slugworth,5/2020,5038.387096774193,0.23144560314135249
Pound,Chocolate Outer,Sour,Egg Nog,White,Zebrabar,5/2020,16749.131578947367,0.18065397710873562
Sponge,Chocolate Outer,Amaretto,Egg Nog,Olive,Perk-a-Cola,5/2020,28694.0,0.9887079658872253
Sponge,Chocolate Outer,Blueberry,Egg Nog,Olive,Perk-a-Cola,5/2020,19569.69230769231,0.6566242882635677
Sponge,Chocolate Outer,Blueberry,Egg Nog,Opal,Slugworth,5/2020,11.175616835994196,0.7135314138003154
Sponge,Chocolate Outer,Butter Milk,Egg Nog,Opal,Perk-a-Cola,5/2020,41871.69230769231,0.7004749129796579
Sponge,Chocolate Outer,Chocolate Mint,Egg Nog,Opal,Dandy's Candies,5/2020,1901.1290322580646,0.49071002522099694
Sponge,Chocolate Outer,Coconut,Egg Nog,Opal,Fickelgruber,5/2020,8250.491573033707,0.7541309540063416
Sponge,Chocolate Outer,Dill Pickle,Egg Nog,Olive,Dandy's Candies,5/2020,40608.41346153846,0.7363684213598851
Sponge,Chocolate Outer,Dill Pickle,Egg Nog,Opal,Slugworth,5/2020,234.5701754385965,0.7631206713015726
Sponge,Chocolate Outer,Gingersnap,Egg Nog,Olive,Perk-a-Cola,5/2020,39307.041139240515,0.671398270229295
Sponge,Chocolate Outer,Gingersnap,Egg Nog,Opal,Zebrabar,5/2020,20.098039215686274,0.8040195802036645
Tiramisu,Chocolate Outer,Chocolate,Egg Nog,Amethyst,Fickelgruber,5/2020,6185.59509202454,0.3434841187747049
Tiramisu,Chocolate Outer,Chocolate,Pear,Amethyst,Zebrabar,5/2020,11555.9375,0.37454544871403117
Tiramisu,Chocolate Outer,Chocolate,Rock and Rye,Teal,Slugworth,5/2020,120.98615916955015,0.18412813325526176
Tiramisu,Chocolate Outer,Doughnut,Egg Nog,Amethyst,Perk-a-Cola,5/2020,8608.709677419354,0.2447246180450438
Tiramisu,Chocolate Outer,Doughnut,Egg Nog,Teal,Zebrabar,5/2020,7892.142857142857,0.3608928226931859
Tiramisu,Chocolate Outer,Doughnut,Ginger Beer,Amethyst,Fickelgruber,5/2020,4057.832278481013,0.5151681757160254
