Base Cake,Truffle Type,Primary Flavor,Secondary Flavor,Color Group,Width,Height,Net Sales Quantity in KG,EBITDA,Product
Butter,Candy Outer,Ginger Lime,Banana,Amethyst,285,45,3516.0,2044.2,Butter-Candy Outer-Ginger Lime-Banana-Amethyst-285-45
Butter,Candy Outer,Pink Lemonade,Banana,Amethyst,290,50,15116.6,2023.83,Butter-Candy Outer-Pink Lemonade-Banana-Amethyst-290-50
Butter,Candy Outer,Ginger Lime,Banana,Amethyst,762,50,6933.5,2009.41,Butter-Candy Outer-Ginger Lime-Banana-Amethyst-762-50
Butter,Chocolate Outer,Plum,Black Cherry,Amethyst,328,75,13612.4,1981.42,Butter-Chocolate Outer-Plum-Black Cherry-Amethyst-328-75
Butter,Candy Outer,Ginger Lime,Banana,Amethyst,470,45,2249.5,1967.78,Butter-Candy Outer-Ginger Lime-Banana-Amethyst-470-45
Butter,Candy Outer,Margarita,Mixed Berry,Amethyst,410,40,2658.5,1952.25,Butter-Candy Outer-Margarita-Mixed Berry-Amethyst-410-40
Butter,Candy Outer,Ginger Lime,Banana,Amethyst,294,45,1024.5,1931.02,Butter-Candy Outer-Ginger Lime-Banana-Amethyst-294-45
Butter,Chocolate Outer,Lemon Bar,Wild Cherry Cream,Amethyst,416,65,4198.0,1906.87,Butter-Chocolate Outer-Lemon Bar-Wild Cherry Cream-Amethyst-416-65
Butter,Candy Outer,Ginger Lime,Vanilla,Amethyst,590,50,7517.0,1899.44,Butter-Candy Outer-Ginger Lime-Vanilla-Amethyst-590-50
Butter,Candy Outer,Ginger Lime,Rum,Amethyst,440,45,966.4,1889.92,Butter-Candy Outer-Ginger Lime-Rum-Amethyst-440-45
Butter,Candy Outer,Ginger Lime,Vanilla,Amethyst,596,50,7985.0,1881.22,Butter-Candy Outer-Ginger Lime-Vanilla-Amethyst-596-50
Butter,Candy Outer,Ginger Lime,Banana,Amethyst,137,50,4683.5,1878.98,Butter-Candy Outer-Ginger Lime-Banana-Amethyst-137-50
Butter,Chocolate Outer,Plum,Black Cherry,White,230,75,2664.9,1875.48,Butter-Chocolate Outer-Plum-Black Cherry-White-230-75
Butter,Candy Outer,Ginger Lime,Banana,Burgundy,623,50,40464.6,1865.26,Butter-Candy Outer-Ginger Lime-Banana-Burgundy-623-50
Butter,Candy Outer,Ginger Lime,Banana,Burgundy,158,50,8396.5,1850.58,Butter-Candy Outer-Ginger Lime-Banana-Burgundy-158-50
Butter,Candy Outer,Ginger Lime,Banana,Burgundy,707,45,17188.8,1841.24,Butter-Candy Outer-Ginger Lime-Banana-Burgundy-707-45
Butter,Candy Outer,Butter Pecan,Toffee,Taupe,1334,40,5051.2,1837.45,Butter-Candy Outer-Butter Pecan-Toffee-Taupe-1334-40
Butter,Candy Outer,Ginger Lime,Banana,Amethyst,330,40,5422.7,1828.44,Butter-Candy Outer-Ginger Lime-Banana-Amethyst-330-40
Butter,Candy Outer,Ginger Lime,Rum,Amethyst,630,45,2383.3,1813.89,Butter-Candy Outer-Ginger Lime-Rum-Amethyst-630-45
Butter,Candy Outer,Ginger Lime,Banana,Amethyst,280,45,2242.0,1811.11,Butter-Candy Outer-Ginger Lime-Banana-Amethyst-280-45
Butter,Candy Outer,Ginger Lime,Banana,Amethyst,275,45,1849.5,1808.92,Butter-Candy Outer-Ginger Lime-Banana-Amethyst-275-45
Butter,Candy Outer,Ginger Lime,Vanilla,Amethyst,445,45,2911.0,1802.48,Butter-Candy Outer-Ginger Lime-Vanilla-Amethyst-445-45
Butter,Candy Outer,Ginger Lime,Rum,Amethyst,400,45,1887.5,1800.34,Butter-Candy Outer-Ginger Lime-Rum-Amethyst-400-45
Butter,Candy Outer,Ginger Lime,Vanilla,Amethyst,1055,40,4418.5,1788.94,Butter-Candy Outer-Ginger Lime-Vanilla-Amethyst-1055-40
Butter,Chocolate Outer,Lemon Bar,Wild Cherry Cream,Amethyst,379,50,3591.5,1764.32,Butter-Chocolate Outer-Lemon Bar-Wild Cherry Cream-Amethyst-379-50
Butter,Chocolate Outer,Plum,Black Cherry,Amethyst,460,75,2814.4,1745.63,Butter-Chocolate Outer-Plum-Black Cherry-Amethyst-460-75
Butter,Chocolate Outer,Plum,Black Cherry,Opal,235,75,5992.3,1736.96,Butter-Chocolate Outer-Plum-Black Cherry-Opal-235-75
Butter,Chocolate Outer,Kettle Corn,Black Cherry,Amethyst,266,70,3962.0,1721.34,Butter-Chocolate Outer-Kettle Corn-Black Cherry-Amethyst-266-70
Butter,Chocolate Outer,Cream Soda,Peppermint,Amethyst,785,40,11879.5,1719.44,Butter-Chocolate Outer-Cream Soda-Peppermint-Amethyst-785-40
Butter,Candy Outer,Ginger Lime,Vanilla,Amethyst,570,40,1329.6,1713.53,Butter-Candy Outer-Ginger Lime-Vanilla-Amethyst-570-40
Butter,Chocolate Outer,Kettle Corn,Black Cherry,Burgundy,220,75,7124.5,1703.22,Butter-Chocolate Outer-Kettle Corn-Black Cherry-Burgundy-220-75
Butter,Candy Outer,Ginger Lime,Banana,Amethyst,577,50,6857.5,1694.52,Butter-Candy Outer-Ginger Lime-Banana-Amethyst-577-50
Butter,Candy Outer,Spice,Passion Fruit,Amethyst,280,75,978.5,1665.93,Butter-Candy Outer-Spice-Passion Fruit-Amethyst-280-75
Butter,Chocolate Outer,Lemon Bar,Wild Cherry Cream,Amethyst,515,60,2978.3,1636.87,Butter-Chocolate Outer-Lemon Bar-Wild Cherry Cream-Amethyst-515-60
Butter,Candy Outer,Ginger Lime,Banana,Amethyst,930,40,4679.5,1629.9,Butter-Candy Outer-Ginger Lime-Banana-Amethyst-930-40
Butter,Chocolate Outer,Plum,Black Cherry,White,333,75,11944.3,1626.93,Butter-Chocolate Outer-Plum-Black Cherry-White-333-75
Butter,Candy Outer,Ginger Lime,Vanilla,Amethyst,715,40,3558.7,1624.98,Butter-Candy Outer-Ginger Lime-Vanilla-Amethyst-715-40
Butter,Chocolate Outer,Kettle Corn,Black Cherry,Opal,460,75,4739.0,1615.23,Butter-Chocolate Outer-Kettle Corn-Black Cherry-Opal-460-75
Butter,Candy Outer,Butter Pecan,Toffee,Taupe,559,50,3330.6,1592.33,Butter-Candy Outer-Butter Pecan-Toffee-Taupe-559-50
Butter,Candy Outer,Ginger Lime,Rum,Amethyst,680,50,1597.5,1589.9,Butter-Candy Outer-Ginger Lime-Rum-Amethyst-680-50
Butter,Candy Outer,Ginger Lime,Banana,Amethyst,495,40,15356.5,1587.29,Butter-Candy Outer-Ginger Lime-Banana-Amethyst-495-40
Butter,Candy Outer,Ginger Lime,Banana,Amethyst,820,40,4811.4,1583.56,Butter-Candy Outer-Ginger Lime-Banana-Amethyst-820-40
Butter,Candy Outer,Ginger Lime,Rum,Amethyst,333,50,1721.5,1581.98,Butter-Candy Outer-Ginger Lime-Rum-Amethyst-333-50
Butter,Candy Outer,Ginger Lime,Vanilla,Amethyst,310,45,2836.7,1579.73,Butter-Candy Outer-Ginger Lime-Vanilla-Amethyst-310-45
Butter,Candy Outer,Raspberry Ginger Ale,Vanilla,Amethyst,425,50,4634.0,1579.1,Butter-Candy Outer-Raspberry Ginger Ale-Vanilla-Amethyst-425-50
Butter,Candy Outer,Ginger Lime,Banana,Amethyst,910,40,2835.1,1579.05,Butter-Candy Outer-Ginger Lime-Banana-Amethyst-910-40
Butter,Candy Outer,Ginger Lime,Banana,Amethyst,469,45,5680.4,1569.68,Butter-Candy Outer-Ginger Lime-Banana-Amethyst-469-45
Butter,Candy Outer,Ginger Lime,Banana,Burgundy,875,40,24321.1,1552.87,Butter-Candy Outer-Ginger Lime-Banana-Burgundy-875-40
Butter,Candy Outer,Ginger Lime,Banana,Amethyst,235,45,3770.5,1545.42,Butter-Candy Outer-Ginger Lime-Banana-Amethyst-235-45
Butter,Chocolate Outer,Lemon Bar,Wild Cherry Cream,Amethyst,387,65,2500.0,1543.43,Butter-Chocolate Outer-Lemon Bar-Wild Cherry Cream-Amethyst-387-65
Butter,Candy Outer,Spice,Passion Fruit,Amethyst,225,75,1013.5,1530.87,Butter-Candy Outer-Spice-Passion Fruit-Amethyst-225-75
Butter,Candy Outer,Ginger Lime,Vanilla,Amethyst,300,40,1236.5,1530.48,Butter-Candy Outer-Ginger Lime-Vanilla-Amethyst-300-40
Butter,Candy Outer,Ginger Lime,Tutti Frutti,Amethyst,251,65,10697.5,1526.02,Butter-Candy Outer-Ginger Lime-Tutti Frutti-Amethyst-251-65
Butter,Candy Outer,Ginger Lime,Banana,Amethyst,450,45,824.4,1514.46,Butter-Candy Outer-Ginger Lime-Banana-Amethyst-450-45
Butter,Chocolate Outer,Plum,Black Cherry,White,112,75,3587.5,1504.26,Butter-Chocolate Outer-Plum-Black Cherry-White-112-75
Butter,Candy Outer,Ginger Lime,Rum,Amethyst,360,45,1797.1,1501.73,Butter-Candy Outer-Ginger Lime-Rum-Amethyst-360-45
Butter,Candy Outer,Ginger Lime,Rum,Amethyst,770,45,2392.5,1477.16,Butter-Candy Outer-Ginger Lime-Rum-Amethyst-770-45
Butter,Candy Outer,Butter Pecan,Toffee,Taupe,645,40,10498.7,1467.57,Butter-Candy Outer-Butter Pecan-Toffee-Taupe-645-40
Butter,Candy Outer,Ginger Lime,Banana,Amethyst,784,50,1388.6,1462.16,Butter-Candy Outer-Ginger Lime-Banana-Amethyst-784-50
Butter,Candy Outer,Ginger Lime,Rum,Amethyst,460,45,1262.2,1446.56,Butter-Candy Outer-Ginger Lime-Rum-Amethyst-460-45
Butter,Candy Outer,Ginger Lime,Banana,Amethyst,222,45,2435.4,1439.72,Butter-Candy Outer-Ginger Lime-Banana-Amethyst-222-45
Butter,Candy Outer,Ginger Lime,Banana,Amethyst,380,45,1700.9,1421.4,Butter-Candy Outer-Ginger Lime-Banana-Amethyst-380-45
Butter,Candy Outer,Ginger Lime,Banana,Amethyst,529,40,5015.3,1420.31,Butter-Candy Outer-Ginger Lime-Banana-Amethyst-529-40
Butter,Candy Outer,Ginger Lime,Banana,Amethyst,257,45,4597.6,1417.0,Butter-Candy Outer-Ginger Lime-Banana-Amethyst-257-45
Butter,Candy Outer,Ginger Lime,Vanilla,Amethyst,420,50,1070.5,1411.63,Butter-Candy Outer-Ginger Lime-Vanilla-Amethyst-420-50
Butter,Candy Outer,Butter Pecan,Toffee,Taupe,500,50,5309.5,1396.11,Butter-Candy Outer-Butter Pecan-Toffee-Taupe-500-50
Butter,Candy Outer,Butter Pecan,Toffee,Taupe,1050,50,436.8,1394.49,Butter-Candy Outer-Butter Pecan-Toffee-Taupe-1050-50
Butter,Candy Outer,Ginger Lime,Vanilla,Amethyst,520,50,1567.2,1389.52,Butter-Candy Outer-Ginger Lime-Vanilla-Amethyst-520-50
Butter,Candy Outer,Ginger Lime,Banana,Amethyst,954,45,2672.8,1383.04,Butter-Candy Outer-Ginger Lime-Banana-Amethyst-954-45
Butter,Candy Outer,Ginger Lime,Banana,Amethyst,2045,45,1873.0,1361.74,Butter-Candy Outer-Ginger Lime-Banana-Amethyst-2045-45
Butter,Candy Outer,Ginger Lime,Banana,Amethyst,544,50,7567.5,1313.17,Butter-Candy Outer-Ginger Lime-Banana-Amethyst-544-50
Butter,Candy Outer,Ginger Lime,Banana,Burgundy,1400,50,5665.1,1293.03,Butter-Candy Outer-Ginger Lime-Banana-Burgundy-1400-50
Butter,Candy Outer,Ginger Lime,Tutti Frutti,Amethyst,512,65,21127.5,1292.25,Butter-Candy Outer-Ginger Lime-Tutti Frutti-Amethyst-512-65
Butter,Candy Outer,Ginger Lime,Vanilla,Amethyst,670,45,4342.2,1283.21,Butter-Candy Outer-Ginger Lime-Vanilla-Amethyst-670-45
Butter,Candy Outer,Ginger Lime,Banana,Amethyst,1200,50,921.2,1275.52,Butter-Candy Outer-Ginger Lime-Banana-Amethyst-1200-50
Butter,Candy Outer,Ginger Lime,Vanilla,Amethyst,582,45,5619.5,1246.84,Butter-Candy Outer-Ginger Lime-Vanilla-Amethyst-582-45
Butter,Candy Outer,Ginger Lime,Banana,Burgundy,400,70,11798.7,1246.65,Butter-Candy Outer-Ginger Lime-Banana-Burgundy-400-70
Butter,Candy Outer,Butter Pecan,Toffee,Taupe,1000,50,991.9,1225.81,Butter-Candy Outer-Butter Pecan-Toffee-Taupe-1000-50
Butter,Chocolate Outer,Plum,Mango,Black,370,75,3550.8,1222.49,Butter-Chocolate Outer-Plum-Mango-Black-370-75
Butter,Chocolate Outer,Kettle Corn,Black Cherry,Amethyst,460,75,1434.8,1212.37,Butter-Chocolate Outer-Kettle Corn-Black Cherry-Amethyst-460-75
Butter,Candy Outer,Ginger Lime,Banana,Amethyst,583,50,3307.0,1201.16,Butter-Candy Outer-Ginger Lime-Banana-Amethyst-583-50
Butter,Chocolate Outer,Plum,Black Cherry,White,450,75,13165.2,1193.96,Butter-Chocolate Outer-Plum-Black Cherry-White-450-75
Butter,Candy Outer,Ginger Lime,Vanilla,Amethyst,400,60,492.9,1192.05,Butter-Candy Outer-Ginger Lime-Vanilla-Amethyst-400-60
Butter,Candy Outer,Ginger Lime,Banana,Amethyst,760,50,1542.5,1181.4,Butter-Candy Outer-Ginger Lime-Banana-Amethyst-760-50
Butter,Candy Outer,Ginger Lime,Banana,Amethyst,2050,45,1902.0,1169.93,Butter-Candy Outer-Ginger Lime-Banana-Amethyst-2050-45
Butter,Candy Outer,Ginger Lime,Vanilla,Amethyst,515,50,7997.0,1169.05,Butter-Candy Outer-Ginger Lime-Vanilla-Amethyst-515-50
Butter,Candy Outer,Butter Pecan,Toffee,Taupe,1050,40,363.3,1159.24,Butter-Candy Outer-Butter Pecan-Toffee-Taupe-1050-40
Butter,Candy Outer,Spice,Passion Fruit,Amethyst,260,75,3881.0,1150.55,Butter-Candy Outer-Spice-Passion Fruit-Amethyst-260-75
Butter,Candy Outer,Ginger Lime,Rum,Amethyst,760,45,1570.1,1150.07,Butter-Candy Outer-Ginger Lime-Rum-Amethyst-760-45
Butter,Candy Outer,Ginger Lime,Banana,Burgundy,280,40,4995.0,1136.44,Butter-Candy Outer-Ginger Lime-Banana-Burgundy-280-40
Butter,Candy Outer,Ginger Lime,Banana,Amethyst,270,45,8328.4,1132.54,Butter-Candy Outer-Ginger Lime-Banana-Amethyst-270-45
Butter,Candy Outer,Ginger Lime,Rum,Amethyst,250,45,3448.0,1124.26,Butter-Candy Outer-Ginger Lime-Rum-Amethyst-250-45
Butter,Candy Outer,Ginger Lime,Banana,Amethyst,776,50,1636.9,1121.95,Butter-Candy Outer-Ginger Lime-Banana-Amethyst-776-50
Butter,Candy Outer,Ginger Lime,Banana,Amethyst,650,45,6212.8,1101.0,Butter-Candy Outer-Ginger Lime-Banana-Amethyst-650-45
Butter,Candy Outer,Ginger Lime,Banana,Amethyst,560,40,5117.5,1097.26,Butter-Candy Outer-Ginger Lime-Banana-Amethyst-560-40
Butter,Candy Outer,Ginger Lime,Banana,Amethyst,315,40,3968.5,1088.12,Butter-Candy Outer-Ginger Lime-Banana-Amethyst-315-40
Butter,Candy Outer,Margarita,Mixed Berry,Amethyst,380,50,13023.8,1087.99,Butter-Candy Outer-Margarita-Mixed Berry-Amethyst-380-50
Butter,Candy Outer,Ginger Lime,Banana,Amethyst,910,45,1286.4,1087.23,Butter-Candy Outer-Ginger Lime-Banana-Amethyst-910-45
Butter,Candy Outer,Ginger Lime,Rum,Amethyst,1150,45,2294.2,1085.56,Butter-Candy Outer-Ginger Lime-Rum-Amethyst-1150-45
Butter,Candy Outer,Butter Pecan,Toffee,Taupe,471,50,524.9,1082.68,Butter-Candy Outer-Butter Pecan-Toffee-Taupe-471-50
Butter,Candy Outer,Ginger Lime,Banana,Amethyst,361,70,995.0,1077.25,Butter-Candy Outer-Ginger Lime-Banana-Amethyst-361-70
Butter,Candy Outer,Ginger Lime,Banana,Amethyst,573,40,8070.5,1071.59,Butter-Candy Outer-Ginger Lime-Banana-Amethyst-573-40
Butter,Candy Outer,Ginger Lime,Banana,Amethyst,660,45,1950.6,1066.43,Butter-Candy Outer-Ginger Lime-Banana-Amethyst-660-45
Butter,Chocolate Outer,Plum,Black Cherry,White,220,75,4031.1,1061.26,Butter-Chocolate Outer-Plum-Black Cherry-White-220-75
Butter,Candy Outer,Butter Pecan,Toffee,Taupe,915,50,1133.4,1060.94,Butter-Candy Outer-Butter Pecan-Toffee-Taupe-915-50
Butter,Chocolate Outer,Plum,Black Cherry,White,490,75,4765.8,1049.59,Butter-Chocolate Outer-Plum-Black Cherry-White-490-75
Butter,Candy Outer,Spice,Whipped Cream,White,560,45,4258.5,1047.15,Butter-Candy Outer-Spice-Whipped Cream-White-560-45
Butter,Candy Outer,Ginger Lime,Vanilla,Amethyst,1090,40,2195.5,1033.61,Butter-Candy Outer-Ginger Lime-Vanilla-Amethyst-1090-40
Butter,Candy Outer,Ginger Lime,Banana,Amethyst,495,50,2622.1,1013.63,Butter-Candy Outer-Ginger Lime-Banana-Amethyst-495-50
Butter,Candy Outer,Butter Pecan,Toffee,Taupe,680,50,547.5,1002.42,Butter-Candy Outer-Butter Pecan-Toffee-Taupe-680-50
Butter,Candy Outer,Ginger Lime,Vanilla,Amethyst,357,40,10722.0,996.72,Butter-Candy Outer-Ginger Lime-Vanilla-Amethyst-357-40
Butter,Candy Outer,Ginger Lime,Banana,Amethyst,749,50,1145.5,992.88,Butter-Candy Outer-Ginger Lime-Banana-Amethyst-749-50
Butter,Chocolate Outer,Lemon Bar,Wild Cherry Cream,Amethyst,1005,50,3329.0,988.85,Butter-Chocolate Outer-Lemon Bar-Wild Cherry Cream-Amethyst-1005-50
Butter,Candy Outer,Ginger Lime,Banana,Amethyst,647,40,6049.0,984.96,Butter-Candy Outer-Ginger Lime-Banana-Amethyst-647-40
Butter,Candy Outer,Ginger Lime,Banana,Amethyst,1350,60,2053.0,984.67,Butter-Candy Outer-Ginger Lime-Banana-Amethyst-1350-60
Butter,Candy Outer,Ginger Lime,Banana,Amethyst,1050,50,10136.2,966.43,Butter-Candy Outer-Ginger Lime-Banana-Amethyst-1050-50
Butter,Candy Outer,Ginger Lime,Vanilla,Amethyst,537,45,3170.4,955.06,Butter-Candy Outer-Ginger Lime-Vanilla-Amethyst-537-45
Butter,Candy Outer,Spice,Passion Fruit,Amethyst,420,75,1712.0,951.65,Butter-Candy Outer-Spice-Passion Fruit-Amethyst-420-75
Butter,Candy Outer,Ginger Lime,Vanilla,Amethyst,375,40,1540.0,947.23,Butter-Candy Outer-Ginger Lime-Vanilla-Amethyst-375-40
Butter,Chocolate Outer,Cream Soda,Peppermint,Amethyst,515,50,1457.2,945.07,Butter-Chocolate Outer-Cream Soda-Peppermint-Amethyst-515-50
Butter,Candy Outer,Ginger Lime,Banana,Amethyst,661,40,3742.0,936.11,Butter-Candy Outer-Ginger Lime-Banana-Amethyst-661-40
Butter,Candy Outer,Ginger Lime,Banana,Burgundy,863,50,9101.4,934.53,Butter-Candy Outer-Ginger Lime-Banana-Burgundy-863-50
Butter,Candy Outer,Ginger Lime,Banana,Amethyst,1310,60,1993.5,931.83,Butter-Candy Outer-Ginger Lime-Banana-Amethyst-1310-60
Butter,Candy Outer,Ginger Lime,Banana,Amethyst,795,40,2926.8,931.15,Butter-Candy Outer-Ginger Lime-Banana-Amethyst-795-40
Butter,Candy Outer,Raspberry Ginger Ale,Vanilla,Amethyst,1016,35,1629.5,903.38,Butter-Candy Outer-Raspberry Ginger Ale-Vanilla-Amethyst-1016-35
Butter,Chocolate Outer,Kettle Corn,Black Cherry,Amethyst,1000,70,55540.6,896.76,Butter-Chocolate Outer-Kettle Corn-Black Cherry-Amethyst-1000-70
Butter,Candy Outer,Ginger Lime,Rum,Amethyst,640,45,1322.8,892.49,Butter-Candy Outer-Ginger Lime-Rum-Amethyst-640-45
Butter,Chocolate Outer,Plum,Black Cherry,White,453,75,2134.5,882.76,Butter-Chocolate Outer-Plum-Black Cherry-White-453-75
Butter,Candy Outer,Ginger Lime,Banana,Amethyst,510,40,1054.5,882.45,Butter-Candy Outer-Ginger Lime-Banana-Amethyst-510-40
Butter,Chocolate Outer,Horchata,Dill Pickle,Amethyst,310,40,2362.0,874.94,Butter-Chocolate Outer-Horchata-Dill Pickle-Amethyst-310-40
Butter,Chocolate Outer,Lemon Bar,Wild Cherry Cream,Amethyst,1015,50,3135.5,873.66,Butter-Chocolate Outer-Lemon Bar-Wild Cherry Cream-Amethyst-1015-50
Butter,Candy Outer,Ginger Lime,Vanilla,Amethyst,255,45,1899.0,866.62,Butter-Candy Outer-Ginger Lime-Vanilla-Amethyst-255-45
Butter,Candy Outer,Margarita,Mixed Berry,Amethyst,270,45,7380.5,856.93,Butter-Candy Outer-Margarita-Mixed Berry-Amethyst-270-45
Butter,Candy Outer,Ginger Lime,Banana,Amethyst,262,45,3851.8,854.41,Butter-Candy Outer-Ginger Lime-Banana-Amethyst-262-45
Butter,Candy Outer,Ginger Lime,Banana,Amethyst,295,50,1346.4,847.53,Butter-Candy Outer-Ginger Lime-Banana-Amethyst-295-50
Butter,Candy Outer,Ginger Lime,Banana,Amethyst,420,45,7507.9,846.45,Butter-Candy Outer-Ginger Lime-Banana-Amethyst-420-45
Butter,Candy Outer,Ginger Lime,Banana,Amethyst,1200,60,1819.0,845.49,Butter-Candy Outer-Ginger Lime-Banana-Amethyst-1200-60
Butter,Candy Outer,Ginger Lime,Banana,Amethyst,230,45,1265.6,842.39,Butter-Candy Outer-Ginger Lime-Banana-Amethyst-230-45
Butter,Candy Outer,Ginger Lime,Banana,Amethyst,678,45,1284.0,831.58,Butter-Candy Outer-Ginger Lime-Banana-Amethyst-678-45
Butter,Candy Outer,Ginger Lime,Banana,Amethyst,1000,50,756.2,830.65,Butter-Candy Outer-Ginger Lime-Banana-Amethyst-1000-50
Butter,Candy Outer,Ginger Lime,Banana,Amethyst,307,45,1075.9,830.48,Butter-Candy Outer-Ginger Lime-Banana-Amethyst-307-45
Butter,Candy Outer,Ginger Lime,Rum,Amethyst,820,45,1111.6,820.87,Butter-Candy Outer-Ginger Lime-Rum-Amethyst-820-45
Butter,Candy Outer,Ginger Lime,Banana,White,310,45,406.7,805.09,Butter-Candy Outer-Ginger Lime-Banana-White-310-45
Butter,Candy Outer,Ginger Lime,Banana,Amethyst,247,45,3736.5,801.63,Butter-Candy Outer-Ginger Lime-Banana-Amethyst-247-45
Butter,Candy Outer,Ginger Lime,Banana,Amethyst,609,40,4355.5,775.19,Butter-Candy Outer-Ginger Lime-Banana-Amethyst-609-40
Butter,Chocolate Outer,Plum,Black Cherry,White,346,75,3714.5,774.07,Butter-Chocolate Outer-Plum-Black Cherry-White-346-75
Butter,Chocolate Outer,Kettle Corn,Black Cherry,Opal,370,75,9607.4,770.06,Butter-Chocolate Outer-Kettle Corn-Black Cherry-Opal-370-75
Butter,Candy Outer,Ginger Lime,Vanilla,Amethyst,550,60,2733.2,765.2,Butter-Candy Outer-Ginger Lime-Vanilla-Amethyst-550-60
Butter,Chocolate Outer,Cream Soda,Peppermint,Amethyst,295,50,2862.5,752.62,Butter-Chocolate Outer-Cream Soda-Peppermint-Amethyst-295-50
Butter,Chocolate Outer,Lemon Bar,Wild Cherry Cream,Amethyst,722,50,3381.4,749.02,Butter-Chocolate Outer-Lemon Bar-Wild Cherry Cream-Amethyst-722-50
Butter,Candy Outer,Ginger Lime,Banana,Burgundy,761,50,9376.1,741.49,Butter-Candy Outer-Ginger Lime-Banana-Burgundy-761-50
Butter,Candy Outer,Ginger Lime,Vanilla,Amethyst,390,40,1814.5,736.05,Butter-Candy Outer-Ginger Lime-Vanilla-Amethyst-390-40
Butter,Candy Outer,Ginger Lime,Vanilla,Amethyst,613,50,10998.4,722.47,Butter-Candy Outer-Ginger Lime-Vanilla-Amethyst-613-50
Butter,Candy Outer,Ginger Lime,Banana,Burgundy,668,100,4746.8,721.65,Butter-Candy Outer-Ginger Lime-Banana-Burgundy-668-100
Butter,Chocolate Outer,Lemon Bar,Wild Cherry Cream,Amethyst,580,40,2401.1,721.14,Butter-Chocolate Outer-Lemon Bar-Wild Cherry Cream-Amethyst-580-40
Butter,Candy Outer,Raspberry Ginger Ale,Vanilla,Amethyst,660,35,1603.4,703.63,Butter-Candy Outer-Raspberry Ginger Ale-Vanilla-Amethyst-660-35
Butter,Candy Outer,Ginger Lime,Rum,Amethyst,570,40,907.9,702.85,Butter-Candy Outer-Ginger Lime-Rum-Amethyst-570-40
Butter,Chocolate Outer,Plum,Mango,Black,1000,75,1510.3,700.44,Butter-Chocolate Outer-Plum-Mango-Black-1000-75
Butter,Candy Outer,Ginger Lime,Banana,Amethyst,477,40,2311.9,698.83,Butter-Candy Outer-Ginger Lime-Banana-Amethyst-477-40
Butter,Candy Outer,Ginger Lime,Banana,Amethyst,360,50,1843.0,695.1,Butter-Candy Outer-Ginger Lime-Banana-Amethyst-360-50
Butter,Candy Outer,Ginger Lime,Vanilla,Amethyst,480,40,5040.8,692.47,Butter-Candy Outer-Ginger Lime-Vanilla-Amethyst-480-40
Butter,Candy Outer,Ginger Lime,Rum,Amethyst,540,45,1499.5,675.88,Butter-Candy Outer-Ginger Lime-Rum-Amethyst-540-45
Butter,Candy Outer,Ginger Lime,Banana,Burgundy,767,50,8994.3,665.1,Butter-Candy Outer-Ginger Lime-Banana-Burgundy-767-50
Butter,Candy Outer,Ginger Lime,Vanilla,Amethyst,655,40,3617.7,663.88,Butter-Candy Outer-Ginger Lime-Vanilla-Amethyst-655-40
Butter,Candy Outer,Ginger Lime,Banana,Burgundy,591,45,10875.5,660.91,Butter-Candy Outer-Ginger Lime-Banana-Burgundy-591-45
Butter,Candy Outer,Ginger Lime,Banana,Amethyst,545,45,2465.1,656.56,Butter-Candy Outer-Ginger Lime-Banana-Amethyst-545-45
Butter,Candy Outer,Ginger Lime,Banana,Burgundy,905,50,16621.0,639.77,Butter-Candy Outer-Ginger Lime-Banana-Burgundy-905-50
Butter,Chocolate Outer,Kettle Corn,Black Cherry,Amethyst,490,75,1908.1,615.66,Butter-Chocolate Outer-Kettle Corn-Black Cherry-Amethyst-490-75
Butter,Chocolate Outer,Plum,Mango,Black,110,75,4413.6,615.64,Butter-Chocolate Outer-Plum-Mango-Black-110-75
Butter,Candy Outer,Butter Pecan,Toffee,Taupe,940,50,1037.3,608.77,Butter-Candy Outer-Butter Pecan-Toffee-Taupe-940-50
Butter,Chocolate Outer,Plum,Mango,Black,118,75,1060.4,608.01,Butter-Chocolate Outer-Plum-Mango-Black-118-75
Butter,Candy Outer,Ginger Lime,Banana,Amethyst,1330,60,4929.2,602.51,Butter-Candy Outer-Ginger Lime-Banana-Amethyst-1330-60
Butter,Candy Outer,Ginger Lime,Vanilla,Amethyst,626,50,7205.3,599.76,Butter-Candy Outer-Ginger Lime-Vanilla-Amethyst-626-50
Butter,Candy Outer,Butter Pecan,Toffee,Taupe,703,50,393.6,585.87,Butter-Candy Outer-Butter Pecan-Toffee-Taupe-703-50
Butter,Candy Outer,Ginger Lime,Vanilla,Amethyst,220,60,594.5,574.18,Butter-Candy Outer-Ginger Lime-Vanilla-Amethyst-220-60
Butter,Chocolate Outer,Lemon Bar,Wild Cherry Cream,Amethyst,1015,60,1270.5,569.39,Butter-Chocolate Outer-Lemon Bar-Wild Cherry Cream-Amethyst-1015-60
Butter,Candy Outer,Ginger Lime,Vanilla,Amethyst,646,40,4155.3,566.48,Butter-Candy Outer-Ginger Lime-Vanilla-Amethyst-646-40
Butter,Candy Outer,Ginger Lime,Vanilla,Amethyst,565,50,16554.1,556.63,Butter-Candy Outer-Ginger Lime-Vanilla-Amethyst-565-50
Butter,Candy Outer,Ginger Lime,Vanilla,Amethyst,215,40,986.4,550.71,Butter-Candy Outer-Ginger Lime-Vanilla-Amethyst-215-40
